Tracking_ID,HG19en82 Chromosome,HG19en82 Gene Start (bp),HG19en82 Gene End (bp),HG19en82 Gene Length,HG19en82 Strand,HG19en82 % GC Content,HG19en82 Cytoband,HG19en82 Gene Biotype,HG19en82 Gene Name,HG19en82 Description
ENSG00000243056,chr5,139927251,139929163,691,+,55.78,q31.3,protein_coding,EIF4EBP3,eukaryotic translation initiation factor 4E binding protein 3 [Source:HGNC Symbol;Acc:3290]
ENSG00000115607,chr2,103035149,103069025,2966,+,40.03,q12.1,protein_coding,IL18RAP,interleukin 18 receptor accessory protein [Source:HGNC Symbol;Acc:5989]
ENSG00000121297,chr19,31765851,31840453,5817,-,46.88,q12,protein_coding,TSHZ3,teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:30700]
ENSG00000163382,chr1,156561554,156564091,1933,+,56.38,q23.1,protein_coding,APOA1BP,apolipoprotein A-I binding protein [Source:HGNC Symbol;Acc:18453]
ENSG00000103343,chr16,3451235,3459370,2876,+,46.45,p13.3,protein_coding,ZNF174,zinc finger protein 174 [Source:HGNC Symbol;Acc:12963]
ENSG00000158747,chr1,19967048,19984945,3461,+,56.98,p36.13,protein_coding,NBL1,"neuroblastoma 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:7650]"
ENSG00000102362,chrX,99929488,99987110,7518,-,41.37,q22.1,protein_coding,SYTL4,synaptotagmin-like 4 [Source:HGNC Symbol;Acc:15588]
ENSG00000164638,chr7,5314000,5346501,5811,+,57.52,p22.1,protein_coding,SLC29A4,"solute carrier family 29 (equilibrative nucleoside transporter), member 4 [Source:HGNC Symbol;Acc:23097]"
ENSG00000013297,chr3,170136653,170578169,6032,+,41.54,q26.2,protein_coding,CLDN11,claudin 11 [Source:HGNC Symbol;Acc:8514]
ENSG00000155545,chr5,56215429,56267502,5763,-,38.91,q11.2,protein_coding,MIER3,"mesoderm induction early response 1, family member 3 [Source:HGNC Symbol;Acc:26678]"
ENSG00000100418,chr22,41994032,42017100,4972,-,46.95,q13.2,protein_coding,DESI1,desumoylating isopeptidase 1 [Source:HGNC Symbol;Acc:24577]
ENSG00000156232,chr15,83478380,83503611,3874,+,41.16,q25.2,protein_coding,WHAMM,"WAS protein homolog associated with actin, golgi membranes and microtubules [Source:HGNC Symbol;Acc:30493]"
ENSG00000105323,chr19,41768401,41813503,6537,+,48.03,q13.2,protein_coding,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U-like 1 [Source:HGNC Symbol;Acc:17011]
ENSG00000186298,chr12,111157485,111180744,6902,-,41.52,q24.11,protein_coding,PPP1CC,"protein phosphatase 1, catalytic subunit, gamma isozyme [Source:HGNC Symbol;Acc:9283]"
ENSG00000205089,chr5,132083137,132089856,2923,+,49.81,q31.1,protein_coding,CCNI2,"cyclin I family, member 2 [Source:HGNC Symbol;Acc:33869]"
ENSG00000112394,chr6,111408781,111552397,11159,+,40.18,q21,protein_coding,SLC16A10,"solute carrier family 16 (aromatic amino acid transporter), member 10 [Source:HGNC Symbol;Acc:17027]"
ENSG00000007392,chr16,238968,279462,6176,-,47.33,p13.3,protein_coding,LUC7L,LUC7-like (S. cerevisiae) [Source:HGNC Symbol;Acc:6723]
ENSG00000079691,chr6,25279306,25620758,6881,+,39.54,p22.2,protein_coding,LRRC16A,leucine rich repeat containing 16A [Source:HGNC Symbol;Acc:21581]
ENSG00000100225,chr22,32870663,32894818,8523,+,38.81,q12.3,protein_coding,FBXO7,F-box protein 7 [Source:HGNC Symbol;Acc:13586]
ENSG00000076554,chr8,80870571,81143467,8341,-,40.35,q21.13,protein_coding,TPD52,tumor protein D52 [Source:HGNC Symbol;Acc:12005]
ENSG00000053254,chr14,89591215,90085493,11033,-,44.31,q32.11,protein_coding,FOXN3,forkhead box N3 [Source:HGNC Symbol;Acc:1928]
ENSG00000164176,chr5,83236373,83680611,5738,-,35.46,q14.3,protein_coding,EDIL3,EGF-like repeats and discoidin I-like domains 3 [Source:HGNC Symbol;Acc:3173]
ENSG00000169245,chr4,76942273,76944650,1173,-,36.88,q21.1,protein_coding,CXCL10,chemokine (C-X-C motif) ligand 10 [Source:HGNC Symbol;Acc:10637]
ENSG00000048991,chr2,136289025,136482840,7898,+,37.98,q21.3,protein_coding,R3HDM1,R3H domain containing 1 [Source:HGNC Symbol;Acc:9757]
ENSG00000131943,chr19,30191721,30206364,3223,-,50.81,q12,protein_coding,C19orf12,chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:25443]
ENSG00000127314,chr12,69004619,69054372,5633,+,39.25,q15,protein_coding,RAP1B,"RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:9857]"
ENSG00000115241,chr2,27604061,27632554,4092,-,45.48,p23.3,protein_coding,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent, 1G [Source:HGNC Symbol;Acc:9278]"
ENSG00000143554,chr1,153746830,153752633,5470,+,59.39,q21.3,protein_coding,SLC27A3,"solute carrier family 27 (fatty acid transporter), member 3 [Source:HGNC Symbol;Acc:10997]"
ENSG00000171817,chr19,38042308,38104998,4304,+,39.56,q13.12,protein_coding,ZNF540,zinc finger protein 540 [Source:HGNC Symbol;Acc:25331]
ENSG00000196449,chr1,38268616,38273857,1826,-,49.48,p34.3,protein_coding,YRDC,yrdC N(6)-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:28905]
ENSG00000078687,chr17,76000249,76104916,11058,+,42.91,q25.3,protein_coding,TNRC6C,trinucleotide repeat containing 6C [Source:HGNC Symbol;Acc:29318]
ENSG00000196470,chr16,48390275,48482313,6725,-,45.2,q12.1,protein_coding,SIAH1,siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:10857]
ENSG00000197872,chr2,16730727,16847599,5448,-,42.98,p24.2,protein_coding,FAM49A,"family with sequence similarity 49, member A [Source:HGNC Symbol;Acc:25373]"
ENSG00000100243,chr22,43013846,43045574,5973,-,55.99,q13.2,protein_coding,CYB5R3,cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:2873]
ENSG00000115290,chr2,165349322,165478358,2969,-,37.18,q24.3,protein_coding,GRB14,growth factor receptor-bound protein 14 [Source:HGNC Symbol;Acc:4565]
ENSG00000101546,chr18,77794358,77806397,3722,+,47.61,q23,protein_coding,RBFA,ribosome binding factor A (putative) [Source:HGNC Symbol;Acc:26120]
ENSG00000196072,chr10,102033713,102046469,2215,-,47.82,q24.31,protein_coding,BLOC1S2,"biogenesis of lysosomal organelles complex-1, subunit 2 [Source:HGNC Symbol;Acc:20984]"
ENSG00000158373,chr6,26158349,26171577,898,+,42.23,p22.2,protein_coding,HIST1H2BD,"histone cluster 1, H2bd [Source:HGNC Symbol;Acc:4747]"
ENSG00000073578,chr5,218356,256815,8383,+,46.07,p15.33,protein_coding,SDHA,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp) [Source:HGNC Symbol;Acc:10680]"
ENSG00000184903,chr7,110303110,111202573,3404,-,36.11,q31.1,protein_coding,IMMP2L,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) [Source:HGNC Symbol;Acc:14598]
ENSG00000163479,chr1,155978839,155990750,6651,-,46.99,q22,protein_coding,SSR2,"signal sequence receptor, beta (translocon-associated protein beta) [Source:HGNC Symbol;Acc:11324]"
ENSG00000197147,chr1,89990395,90063423,8074,+,38.63,p22.2,protein_coding,LRRC8B,"leucine rich repeat containing 8 family, member B [Source:HGNC Symbol;Acc:30692]"
ENSG00000204599,chr6,30294256,30311506,4249,+,44.36,p22.1,protein_coding,TRIM39,tripartite motif containing 39 [Source:HGNC Symbol;Acc:10065]
ENSG00000040199,chr16,71671738,71758604,12493,-,41.82,q22.2,protein_coding,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:29149]
ENSG00000097096,chr1,85622556,85666729,6451,-,36.31,p22.3,protein_coding,SYDE2,"synapse defective 1, Rho GTPase, homolog 2 (C. elegans) [Source:HGNC Symbol;Acc:25841]"
ENSG00000189159,chr17,73131343,73164376,3433,-,46.27,q25.1,protein_coding,HN1,hematological and neurological expressed 1 [Source:HGNC Symbol;Acc:14569]
ENSG00000179979,chr4,1385340,1389780,4441,+,47.51,p16.3,protein_coding,CRIPAK,cysteine-rich PAK1 inhibitor [Source:HGNC Symbol;Acc:26619]
ENSG00000124193,chr20,42086568,42092245,3951,+,42.46,q13.11,protein_coding,SRSF6,serine/arginine-rich splicing factor 6 [Source:HGNC Symbol;Acc:10788]
ENSG00000119401,chr9,119449581,119463579,3780,+,43.3,q33.1,protein_coding,TRIM32,tripartite motif containing 32 [Source:HGNC Symbol;Acc:16380]
ENSG00000197245,chr1,26485511,26489119,1524,+,59.74,p36.11,protein_coding,FAM110D,"family with sequence similarity 110, member D [Source:HGNC Symbol;Acc:25860]"
ENSG00000115459,chr2,85581517,85618875,7258,+,46.14,p11.2,protein_coding,ELMOD3,ELMO/CED-12 domain containing 3 [Source:HGNC Symbol;Acc:26158]
ENSG00000176209,chr8,42396298,42409603,3323,+,44.24,p11.21,protein_coding,SMIM19,small integral membrane protein 19 [Source:HGNC Symbol;Acc:25166]
ENSG00000155957,chr12,66517709,66563852,4420,-,40.1,q14.3,protein_coding,TMBIM4,transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:24257]
ENSG00000063854,chr16,1845621,1877195,5052,-,53.33,p13.3,protein_coding,HAGH,hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:4805]
ENSG00000104427,chr8,79578282,79632000,4181,+,34.79,q21.12,protein_coding,ZC2HC1A,"zinc finger, C2HC-type containing 1A [Source:HGNC Symbol;Acc:24277]"
ENSG00000141522,chr17,79825597,79829282,2903,-,68.12,q25.3,protein_coding,ARHGDIA,Rho GDP dissociation inhibitor (GDI) alpha [Source:HGNC Symbol;Acc:678]
ENSG00000184371,chr1,110452864,110473614,5418,+,54.81,p13.3,protein_coding,CSF1,colony stimulating factor 1 (macrophage) [Source:HGNC Symbol;Acc:2432]
ENSG00000155097,chr8,104033291,104085279,5851,+,38.39,q22.3,protein_coding,ATP6V1C1,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1 [Source:HGNC Symbol;Acc:856]"
ENSG00000167323,chr11,3875757,4114439,6811,+,42.52,p15.4,protein_coding,STIM1,stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]
ENSG00000155962,chrX,154505500,154563966,2840,-,38.44,q28,protein_coding,CLIC2,chloride intracellular channel 2 [Source:HGNC Symbol;Acc:2063]
ENSG00000185267,chr10,14861249,14880574,1733,-,42.99,p13,protein_coding,CDNF,cerebral dopamine neurotrophic factor [Source:HGNC Symbol;Acc:24913]
ENSG00000132846,chr5,76367897,76383148,6514,-,43.7,q13.3,protein_coding,ZBED3,"zinc finger, BED-type containing 3 [Source:HGNC Symbol;Acc:20711]"
ENSG00000130208,chr19,45417504,45422606,1231,+,53.46,q13.32,protein_coding,APOC1,apolipoprotein C-I [Source:HGNC Symbol;Acc:607]
ENSG00000176624,chr18,48700920,48744674,7481,-,41.02,q21.2,protein_coding,MEX3C,mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:28040]
ENSG00000174444,chr15,66790355,66816870,5635,-,42.07,q22.31,protein_coding,RPL4,ribosomal protein L4 [Source:HGNC Symbol;Acc:10353]
ENSG00000130234,chrX,15579156,15620271,3926,-,38.39,p22.2,protein_coding,ACE2,angiotensin I converting enzyme 2 [Source:HGNC Symbol;Acc:13557]
ENSG00000174521,chr19,40721965,40724306,2342,-,63.92,q13.2,protein_coding,TTC9B,tetratricopeptide repeat domain 9B [Source:HGNC Symbol;Acc:26395]
ENSG00000214756,chr11,62432781,62435968,3185,+,52.54,q12.3,protein_coding,METTL12,methyltransferase like 12 [Source:HGNC Symbol;Acc:33113]
ENSG00000114480,chr3,81538850,81811312,5171,-,35.29,p12.2,protein_coding,GBE1,"glucan (1,4-alpha-), branching enzyme 1 [Source:HGNC Symbol;Acc:4180]"
ENSG00000162419,chr1,28995244,29045865,6459,+,45.96,p35.3,protein_coding,GMEB1,glucocorticoid modulatory element binding protein 1 [Source:HGNC Symbol;Acc:4370]
ENSG00000177034,chr5,79275584,79287082,4883,-,37.49,q14.1,protein_coding,MTX3,metaxin 3 [Source:HGNC Symbol;Acc:24812]
ENSG00000124602,chr6,40994772,41006928,2986,-,51.99,p21.1,protein_coding,UNC5CL,unc-5 homolog C (C. elegans)-like [Source:HGNC Symbol;Acc:21203]
ENSG00000139323,chr12,89813495,89919801,8746,-,39.79,q21.33,protein_coding,POC1B,POC1 centriolar protein B [Source:HGNC Symbol;Acc:30836]
ENSG00000154743,chr3,12525931,12581122,5667,+,43.16,p25.2,protein_coding,TSEN2,TSEN2 tRNA splicing endonuclease subunit [Source:HGNC Symbol;Acc:28422]
ENSG00000111224,chr12,3900213,3982608,6194,-,39.14,p13.32,protein_coding,PARP11,"poly (ADP-ribose) polymerase family, member 11 [Source:HGNC Symbol;Acc:1186]"
ENSG00000213995,chr13,111267881,111292340,3540,+,50.09,q34,protein_coding,CARKD,carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:25576]
ENSG00000108591,chr17,17991200,18011285,7411,+,53.55,p11.2,protein_coding,DRG2,developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:3030]
ENSG00000100575,chr14,58875212,58894332,1500,-,40.88,q23.1,protein_coding,TIMM9,translocase of inner mitochondrial membrane 9 homolog (yeast) [Source:HGNC Symbol;Acc:11819]
ENSG00000122557,chr7,35672269,35735181,3246,-,38.32,p14.2,protein_coding,HERPUD2,HERPUD family member 2 [Source:HGNC Symbol;Acc:21915]
ENSG00000116670,chr1,11734537,11751707,3324,-,53.91,p36.22,protein_coding,MAD2L2,MAD2 mitotic arrest deficient-like 2 (yeast) [Source:HGNC Symbol;Acc:6764]
ENSG00000138279,chr10,75134859,75173834,2862,-,40.79,q22.2,protein_coding,ANXA7,annexin A7 [Source:HGNC Symbol;Acc:545]
ENSG00000155016,chr4,108852525,108874613,6096,+,40.45,q25,protein_coding,CYP2U1,"cytochrome P450, family 2, subfamily U, polypeptide 1 [Source:HGNC Symbol;Acc:20582]"
ENSG00000068796,chr5,61601989,61833076,4774,+,38.86,q12.1,protein_coding,KIF2A,kinesin heavy chain member 2A [Source:HGNC Symbol;Acc:6318]
ENSG00000115661,chr2,220110177,220115059,4368,+,53.12,q35,protein_coding,STK16,serine/threonine kinase 16 [Source:HGNC Symbol;Acc:11394]
ENSG00000166405,chr11,8127597,8190602,7700,-,39.92,p15.4,protein_coding,RIC3,RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:30338]
ENSG00000166002,chr11,93211638,93276674,1223,-,45.2,q21,protein_coding,SMCO4,single-pass membrane protein with coiled-coil domains 4 [Source:HGNC Symbol;Acc:24810]
ENSG00000141084,chr16,67757005,67840555,6401,-,49.74,q22.1,protein_coding,RANBP10,RAN binding protein 10 [Source:HGNC Symbol;Acc:29285]
ENSG00000150510,chr13,51796503,51858377,5288,+,44.25,q14.3,protein_coding,FAM124A,family with sequence similarity 124A [Source:HGNC Symbol;Acc:26413]
ENSG00000145416,chr4,164445450,165305202,10421,-,35.61,q32.3,protein_coding,MARCH1,"membrane-associated ring finger (C3HC4) 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:26077]"
ENSG00000161048,chr7,102740223,102790007,7561,-,40.35,q22.1,protein_coding,NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:21683]
ENSG00000104946,chr19,50380682,50392005,4731,+,57.49,q13.33,protein_coding,TBC1D17,"TBC1 domain family, member 17 [Source:HGNC Symbol;Acc:25699]"
ENSG00000183684,chr17,79845713,79849462,1581,-,57.57,q25.3,protein_coding,ALYREF,Aly/REF export factor [Source:HGNC Symbol;Acc:19071]
ENSG00000136051,chr12,105501102,105562912,7695,+,35.27,q23.3,protein_coding,KIAA1033,KIAA1033 [Source:HGNC Symbol;Acc:29174]
ENSG00000070669,chr7,97481430,97501854,4455,-,38.42,q21.3,protein_coding,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:753]
ENSG00000181588,chr19,1554668,1568057,2850,-,60.48,p13.3,protein_coding,MEX3D,mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:16734]
ENSG00000244486,chr22,20778874,20792146,3602,-,63.23,q11.21,protein_coding,SCARF2,"scavenger receptor class F, member 2 [Source:HGNC Symbol;Acc:19869]"
ENSG00000161542,chr17,74305567,74380602,6939,-,48.2,q25.1,protein_coding,PRPSAP1,phosphoribosyl pyrophosphate synthetase-associated protein 1 [Source:HGNC Symbol;Acc:9466]
ENSG00000163877,chr1,38000050,38019903,4888,-,43.19,p34.3,protein_coding,SNIP1,Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:30587]
ENSG00000178896,chr8,145133529,145135550,1407,+,58.65,q24.3,protein_coding,EXOSC4,exosome component 4 [Source:HGNC Symbol;Acc:18189]
ENSG00000168827,chr3,158362067,158410364,9032,+,36.9,q25.32,protein_coding,GFM1,"G elongation factor, mitochondrial 1 [Source:HGNC Symbol;Acc:13780]"
ENSG00000165272,chr9,33441152,33447609,2928,-,55.65,p13.3,protein_coding,AQP3,aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:636]
ENSG00000187626,chr6,28212401,28227011,2430,-,43.01,p22.1,protein_coding,ZKSCAN4,zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:13854]
ENSG00000115091,chr2,114647537,114720173,12049,+,36.61,q14.1,protein_coding,ACTR3,ARP3 actin-related protein 3 homolog (yeast) [Source:HGNC Symbol;Acc:170]
ENSG00000125995,chr20,34287194,34288906,702,+,50.26,q11.22,protein_coding,ROMO1,reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:16185]
ENSG00000204577,chr19,54720147,54746602,4096,-,51.82,q13.42,protein_coding,LILRB3,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3 [Source:HGNC Symbol;Acc:6607]"
ENSG00000196116,chr9,100174232,100258407,4542,+,38.92,q22.33,protein_coding,TDRD7,tudor domain containing 7 [Source:HGNC Symbol;Acc:30831]
ENSG00000112984,chr5,137514408,137523404,3958,+,45.27,q31.2,protein_coding,KIF20A,kinesin family member 20A [Source:HGNC Symbol;Acc:9787]
ENSG00000180425,chr11,114262165,114271139,652,-,39.15,q23.2,protein_coding,C11orf71,chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:25937]
ENSG00000198435,chr9,140194083,140196703,2621,-,59.1,q34.3,protein_coding,NRARP,NOTCH-regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:33843]
ENSG00000084623,chr1,32687529,32697205,1725,+,50.5,p35.1,protein_coding,EIF3I,"eukaryotic translation initiation factor 3, subunit I [Source:HGNC Symbol;Acc:3272]"
ENSG00000151718,chr4,184020446,184241930,9966,+,39.31,q35.1,protein_coding,WWC2,WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:24148]
ENSG00000113583,chr5,133291201,133304478,2414,-,39.92,q31.1,protein_coding,C5orf15,chromosome 5 open reading frame 15 [Source:HGNC Symbol;Acc:20656]
ENSG00000003987,chr8,17155539,17271037,5692,-,40.36,p22,protein_coding,MTMR7,myotubularin related protein 7 [Source:HGNC Symbol;Acc:7454]
ENSG00000141664,chr18,60190240,60254942,10142,+,42.38,q21.33,protein_coding,ZCCHC2,"zinc finger, CCHC domain containing 2 [Source:HGNC Symbol;Acc:22916]"
ENSG00000232859,chr17,26205340,26221778,5380,-,47.84,q11.2,protein_coding,LYRM9,LYR motif containing 9 [Source:HGNC Symbol;Acc:27314]
ENSG00000174370,chr11,128769460,128775930,3750,-,52.14,q24.3,protein_coding,C11orf45,chromosome 11 open reading frame 45 [Source:HGNC Symbol;Acc:28584]
ENSG00000141338,chr17,66863433,66951533,11288,-,36.81,q24.2,protein_coding,ABCA8,"ATP-binding cassette, sub-family A (ABC1), member 8 [Source:HGNC Symbol;Acc:38]"
ENSG00000119326,chr9,111704851,111775809,3129,-,39.11,q31.3,protein_coding,CTNNAL1,"catenin (cadherin-associated protein), alpha-like 1 [Source:HGNC Symbol;Acc:2512]"
ENSG00000122786,chr7,134429003,134655479,9930,+,40.05,q33,protein_coding,CALD1,caldesmon 1 [Source:HGNC Symbol;Acc:1441]
ENSG00000143756,chr1,224301789,224349749,6044,+,40.97,q42.11,protein_coding,FBXO28,F-box protein 28 [Source:HGNC Symbol;Acc:29046]
ENSG00000122687,chr7,2273866,2281840,2842,-,49.96,p22.3,protein_coding,FTSJ2,FtsJ RNA methyltransferase homolog 2 (E. coli) [Source:HGNC Symbol;Acc:16352]
ENSG00000063176,chr19,49122548,49133974,6008,+,56.78,q13.33,protein_coding,SPHK2,sphingosine kinase 2 [Source:HGNC Symbol;Acc:18859]
ENSG00000174306,chr20,39807088,39946312,11621,-,41.13,q12,protein_coding,ZHX3,zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:15935]
ENSG00000101342,chr20,35504524,35522638,2553,+,50.21,q11.23,protein_coding,TLDC2,TBC/LysM-associated domain containing 2 [Source:HGNC Symbol;Acc:16112]
ENSG00000171314,chr10,99185917,99193198,2568,+,47.47,q24.1,protein_coding,PGAM1,phosphoglycerate mutase 1 (brain) [Source:HGNC Symbol;Acc:8888]
ENSG00000147526,chr8,38585704,38710546,12609,+,42.76,p11.22,protein_coding,TACC1,"transforming, acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:11522]"
ENSG00000109944,chr11,122753391,122830506,4525,+,40.51,q24.1,protein_coding,C11orf63,chromosome 11 open reading frame 63 [Source:HGNC Symbol;Acc:26288]
ENSG00000198663,chr6,36839646,36896740,7340,+,42.84,p21.2,protein_coding,C6orf89,chromosome 6 open reading frame 89 [Source:HGNC Symbol;Acc:21114]
ENSG00000250254,chr4,37962056,37962746,691,+,42.69,p14,protein_coding,PTTG2,pituitary tumor-transforming 2 [Source:HGNC Symbol;Acc:9691]
ENSG00000120688,chr13,41635410,41658137,2618,+,38.93,q14.11,protein_coding,WBP4,WW domain binding protein 4 [Source:HGNC Symbol;Acc:12739]
ENSG00000090539,chr3,184097861,184108524,6620,+,59.37,q27.1,protein_coding,CHRD,chordin [Source:HGNC Symbol;Acc:1949]
ENSG00000189190,chr19,53267448,53290044,4669,-,45.41,q13.41,protein_coding,ZNF600,zinc finger protein 600 [Source:HGNC Symbol;Acc:30951]
ENSG00000116141,chr1,220701568,220837803,5371,+,37.08,q41,protein_coding,MARK1,MAP/microtubule affinity-regulating kinase 1 [Source:HGNC Symbol;Acc:6896]
ENSG00000116584,chr1,155916630,155976861,9213,-,50.95,q22,protein_coding,ARHGEF2,Rho/Rac guanine nucleotide exchange factor (GEF) 2 [Source:HGNC Symbol;Acc:682]
ENSG00000196411,chr7,100400187,100425121,6413,-,54.76,q22.1,protein_coding,EPHB4,EPH receptor B4 [Source:HGNC Symbol;Acc:3395]
ENSG00000110076,chr11,64373646,64490660,10580,-,54.53,q13.1,protein_coding,NRXN2,neurexin 2 [Source:HGNC Symbol;Acc:8009]
ENSG00000101868,chrX,24712036,25015103,6336,+,38.8,p22.11,protein_coding,POLA1,"polymerase (DNA directed), alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:9173]"
ENSG00000154642,chr21,19161284,19191703,6235,-,37.16,q21.1,protein_coding,C21orf91,chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:16459]
ENSG00000180346,chr4,90033968,90036050,2083,+,38.41,q22.1,protein_coding,TIGD2,tigger transposable element derived 2 [Source:HGNC Symbol;Acc:18333]
ENSG00000108819,chr17,48211104,48227991,4290,-,59.44,q21.33,protein_coding,PPP1R9B,"protein phosphatase 1, regulatory subunit 9B [Source:HGNC Symbol;Acc:9298]"
